bug,loc,name,version,name.1,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,productName,dataset
0,88,log4j,1,org.apache.log4j.helpers.SyslogWriter,5,2,0,2,18,8,1,1,5,0.75,0.5,0,0.764705882,0.45,1,2,15.8,1,0.8,log4j-1.0,PROMISE
9,800,log4j,1,org.apache.log4j.Category,49,1,3,60,96,688,53,12,42,0.828947368,0.473684211,5,0.0,0.1506410259999999,0,0,14.93877551,6,2.1429,log4j-1.0,PROMISE
0,0,log4j,1,org.apache.log4j.test.X,0,1,0,1,0,0,1,0,0,2.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,log4j-1.0,PROMISE
0,0,log4j,1,org.apache.log4j.test.Y,0,1,0,2,0,0,1,1,0,2.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,log4j-1.0,PROMISE
0,21,log4j,1,org.apache.log4j.performance.NOPWriter,8,2,0,0,10,28,0,0,8,2.0,0.0,0,0.65,0.46875,1,2,1.625,1,0.875,log4j-1.0,PROMISE
0,145,log4j,1,org.apache.log4j.xml.test.TCategory,10,2,0,7,27,29,1,7,8,0.911111111,0.2,1,0.854545455,0.5555555560000001,1,3,13.0,3,1.4,log4j-1.0,PROMISE
1,9,log4j,1,org.apache.log4j.Appender,9,1,0,22,9,36,18,4,9,2.0,0.0,0,0.0,0.259259259,0,0,0.0,1,1.0,log4j-1.0,PROMISE
0,62,log4j,1,org.apache.log4j.xml.examples.XPriority,4,2,0,2,9,0,1,1,2,1.0,0.0,2,0.8,0.5555555560000001,1,1,13.0,4,1.75,log4j-1.0,PROMISE
0,107,log4j,1,org.apache.log4j.test.CategoryWrapper,7,1,0,6,22,11,0,6,3,0.666666667,0.0,1,0.0,0.375,0,0,13.85714286,2,0.8571,log4j-1.0,PROMISE
1,157,log4j,1,org.apache.log4j.nt.NTEventLogAppender,14,2,0,6,26,83,1,5,10,0.871794872,1.0,0,0.72,0.384615385,1,1,9.785714286,4,0.7143,log4j-1.0,PROMISE
0,69,log4j,1,org.apache.log4j.gui.JTableAddAction,2,1,0,4,12,0,1,4,2,0.0,0.0,2,0.0,0.666666667,0,0,32.0,2,1.0,log4j-1.0,PROMISE
0,14,log4j,1,org.apache.log4j.PropertyWatchdog,2,3,0,4,5,1,1,4,1,2.0,0.0,0,0.984848485,0.75,1,1,6.0,1,0.5,log4j-1.0,PROMISE
0,4,log4j,1,org.apache.log4j.test.A,1,1,1,2,2,0,1,1,0,2.0,0.0,0,0.0,1.0,0,0,3.0,0,0.0,log4j-1.0,PROMISE
3,449,log4j,1,org.apache.log4j.net.SMTPAppender,13,2,0,9,62,52,0,9,8,0.939814815,0.0,2,0.620689655,0.346153846,2,3,32.15384615,10,2.3846,log4j-1.0,PROMISE
0,155,log4j,1,org.apache.log4j.net.test.SMTPMin,7,1,0,4,32,17,0,4,2,0.666666667,0.0,1,0.0,0.277777778,0,0,20.85714286,2,1.0,log4j-1.0,PROMISE
0,76,log4j,1,org.apache.log4j.varia.StringMatchFilter,4,2,0,3,8,0,0,3,4,0.916666667,0.0,0,0.571428571,0.5,0,0,17.0,6,2.5,log4j-1.0,PROMISE
0,268,log4j,1,org.apache.log4j.performance.NewVsSetLen,5,1,0,0,16,0,0,0,2,0.208333333,0.0,0,0.0,0.333333333,0,0,51.4,4,2.0,log4j-1.0,PROMISE
0,174,log4j,1,org.apache.log4j.helpers.PatternConverter,6,1,5,9,10,7,7,2,2,0.72,0.0,1,0.0,0.44,0,0,27.16666667,6,1.8333,log4j-1.0,PROMISE
2,754,log4j,1,org.apache.log4j.PropertyConfigurator,19,2,0,28,79,153,16,14,9,0.939814815,0.25,1,0.4,0.257309942,1,1,38.05263158,10,2.4211,log4j-1.0,PROMISE
0,58,log4j,1,org.apache.log4j.xml.examples.ReportParserError,5,1,0,1,17,10,0,1,4,2.0,0.0,0,0.0,0.666666667,0,0,10.6,1,0.8,log4j-1.0,PROMISE
0,12,log4j,1,org.apache.log4j.varia.DenyAllFilter,4,2,0,2,5,6,0,2,4,2.0,0.0,0,0.571428571,0.5,0,0,2.0,1,0.75,log4j-1.0,PROMISE
1,145,log4j,1,org.apache.log4j.xml.examples.XCategory,10,2,0,7,27,29,1,7,8,0.911111111,0.2,1,0.854545455,0.7777777779999999,1,4,13.0,3,1.4,log4j-1.0,PROMISE
0,83,log4j,1,org.apache.log4j.test.TP,4,1,0,5,24,4,0,5,2,0.833333333,0.0,1,0.0,0.333333333,0,0,19.25,1,0.5,log4j-1.0,PROMISE
0,236,log4j,1,org.apache.log4j.xml.DC,13,1,0,1,35,0,0,1,11,0.083333333,0.0,1,0.0,0.297619048,0,0,17.0,1,0.8462,log4j-1.0,PROMISE
0,308,log4j,1,org.apache.log4j.net.test.SocketMin,8,1,0,7,42,14,0,7,2,0.75,0.0,2,0.0,0.238095238,0,0,37.0,4,1.5,log4j-1.0,PROMISE
0,479,log4j,1,org.apache.log4j.test.Base64,5,1,0,0,15,8,0,0,1,0.833333333,0.0,0,0.0,0.3125,0,0,94.2,7,2.0,log4j-1.0,PROMISE
0,516,log4j,1,org.apache.log4j.StressCategory,13,1,0,4,40,8,0,4,2,0.697916667,0.0,4,0.0,0.15,0,0,38.07692308,7,2.7692,log4j-1.0,PROMISE
3,1176,log4j,1,org.apache.log4j.xml.DOMConfigurator,22,2,0,19,95,223,6,15,8,1.013605442,0.0,0,0.375,0.216450216,1,1,51.18181818,11,3.2273,log4j-1.0,PROMISE
0,54,log4j,1,org.apache.log4j.SimpleLayout,6,2,0,6,12,13,3,3,6,0.8,0.0,0,0.615384615,0.444444444,0,0,7.833333333,1,0.8333,log4j-1.0,PROMISE
1,13,log4j,1,org.apache.log4j.spi.Filter,5,1,3,8,6,10,6,2,5,1.25,0.0,1,0.0,0.466666667,0,0,0.8,1,0.8,log4j-1.0,PROMISE
0,49,log4j,1,org.apache.log4j.helpers.FormattingInfo,3,1,0,9,10,0,8,1,1,0.0,0.0,0,0.0,1.0,0,0,14.33333333,1,0.6667,log4j-1.0,PROMISE
1,359,log4j,1,org.apache.log4j.net.SocketAppender,14,2,0,8,43,41,3,6,10,0.846153846,0.153846154,1,0.620689655,0.244897959,2,3,23.71428571,6,1.6429,log4j-1.0,PROMISE
0,111,log4j,1,org.apache.log4j.helpers.AbsoluteTimeDateFormat,4,3,2,4,12,6,4,0,4,1.333333333,0.0,0,0.951219512,0.357142857,1,3,26.0,6,1.75,log4j-1.0,PROMISE
0,105,log4j,1,org.apache.log4j.test.DelayedLoop,7,1,0,3,25,17,0,3,2,0.833333333,0.0,1,0.0,0.277777778,0,0,13.57142857,2,1.1429,log4j-1.0,PROMISE
0,1,log4j,1,org.apache.log4j.or.ObjectRenderer,1,1,0,8,1,0,8,0,1,2.0,0.0,0,0.0,1.0,0,0,0.0,1,1.0,log4j-1.0,PROMISE
0,144,log4j,1,org.apache.log4j.net.SimpleSocketServer,6,1,0,4,30,9,0,4,2,0.666666667,0.0,1,0.0,0.333333333,0,0,22.5,2,1.0,log4j-1.0,PROMISE
0,38,log4j,1,org.apache.log4j.helpers.CountingQuietWriter,4,4,0,3,8,0,1,2,4,0.333333333,1.0,0,0.875,0.4,2,2,8.25,1,0.75,log4j-1.0,PROMISE
0,163,log4j,1,org.apache.log4j.performance.ListVsVector,5,1,0,1,17,0,0,1,2,0.5,0.0,1,0.0,0.25,0,0,30.8,3,1.4,log4j-1.0,PROMISE
0,272,log4j,1,org.apache.log4j.net.JMSAppender,10,2,0,5,35,25,0,5,7,0.761904762,0.0,0,0.692307692,0.361111111,2,3,25.5,5,1.8,log4j-1.0,PROMISE
0,1,log4j,1,org.apache.log4j.spi.TriggeringEventEvaluator,1,1,0,3,1,0,2,1,1,2.0,0.0,0,0.0,1.0,0,0,0.0,1,1.0,log4j-1.0,PROMISE
0,1,log4j,1,org.apache.log4j.spi.CategoryFactory,1,1,0,8,1,0,8,1,1,2.0,0.0,0,0.0,1.0,0,0,0.0,1,1.0,log4j-1.0,PROMISE
1,389,log4j,1,org.apache.log4j.net.SocketServer,8,1,0,6,49,6,0,6,2,0.666666667,0.0,3,0.0,0.257142857,0,0,46.5,3,1.75,log4j-1.0,PROMISE
1,691,log4j,1,org.apache.log4j.helpers.PatternParser,8,1,0,15,41,8,4,14,2,0.956043956,0.461538462,3,0.0,0.375,0,0,82.125,21,6.25,log4j-1.0,PROMISE
0,1,log4j,1,org.apache.log4j.spi.Configurator,1,1,0,5,1,0,4,1,1,2.0,0.0,0,0.0,1.0,0,0,0.0,1,1.0,log4j-1.0,PROMISE
0,8,log4j,1,org.apache.log4j.or.DefaultRenderer,2,1,0,2,4,1,1,1,1,2.0,0.0,0,0.0,0.75,0,0,3.0,1,0.5,log4j-1.0,PROMISE
0,314,log4j,1,org.apache.log4j.test.StressNDC,9,2,0,4,37,8,0,4,7,0.822916667,0.0,1,0.897058824,0.21875,0,0,32.55555556,7,2.0,log4j-1.0,PROMISE
0,76,log4j,1,org.apache.log4j.varia.ResilientFileAppender,5,3,0,3,18,4,0,3,3,0.5,0.0,0,0.916666667,0.36,1,7,14.0,4,1.2,log4j-1.0,PROMISE
0,6,log4j,1,org.apache.log4j.spi.AppenderAttachable,6,1,0,5,6,15,4,1,6,2.0,0.0,0,0.0,0.5555555560000001,0,0,0.0,1,1.0,log4j-1.0,PROMISE
0,2,log4j,1,org.apache.log4j.spi.ErrorHandler,2,1,0,15,2,1,14,1,2,2.0,0.0,0,0.0,0.75,0,0,0.0,1,1.0,log4j-1.0,PROMISE
0,145,log4j,1,org.apache.log4j.net.JMSSink,5,1,0,7,31,10,0,7,2,0.875,0.0,0,0.0,0.3,0,0,27.6,3,1.4,log4j-1.0,PROMISE
0,77,log4j,1,org.apache.log4j.varia.ExternallyRolledFileAppender,4,4,0,6,20,0,2,5,4,1.066666667,0.0,1,0.931818182,0.625,2,4,17.0,3,1.5,log4j-1.0,PROMISE
0,250,log4j,1,org.apache.log4j.gui.examples.TextPaneAppenderExample,5,1,0,7,41,2,1,7,5,0.375,0.0,3,0.0,0.4,0,0,47.8,3,1.6,log4j-1.0,PROMISE
1,196,log4j,1,org.apache.log4j.performance.Logging,7,1,0,3,27,5,0,3,2,0.566666667,0.0,1,0.0,0.333333333,0,0,26.28571429,4,1.7143,log4j-1.0,PROMISE
0,508,log4j,1,org.apache.log4j.test.Min,5,1,0,8,26,10,0,8,2,2.0,0.0,0,0.0,0.266666667,0,0,100.6,3,1.4,log4j-1.0,PROMISE
0,77,log4j,1,org.apache.log4j.varia.HUPNode,2,1,0,4,15,0,1,3,2,0.25,0.0,1,0.0,0.666666667,0,0,35.5,2,1.0,log4j-1.0,PROMISE
3,537,log4j,1,org.apache.log4j.helpers.OptionConverter,13,1,0,22,54,76,20,6,10,0.8611111109999999,0.0,0,0.0,0.183333333,0,0,39.84615385,11,3.0,log4j-1.0,PROMISE
0,114,log4j,1,org.apache.log4j.test.SpacePad,4,1,0,0,10,4,0,0,3,0.333333333,0.0,0,0.0,0.333333333,0,0,27.25,4,1.5,log4j-1.0,PROMISE
0,289,log4j,1,org.apache.log4j.gui.JListView,5,5,0,8,44,8,3,7,3,0.875,0.0,3,0.995695839,0.3,0,0,56.0,3,1.0,log4j-1.0,PROMISE
0,120,log4j,1,org.apache.log4j.or.RendererMap,9,1,0,5,19,10,3,2,7,0.375,0.0,1,0.0,0.4375,0,0,12.11111111,4,1.6667,log4j-1.0,PROMISE
0,15,log4j,1,org.apache.log4j.test.SysoutConfigurator,2,1,0,7,7,1,0,7,2,2.0,0.0,0,0.0,0.666666667,0,0,6.5,1,0.5,log4j-1.0,PROMISE
1,236,log4j,1,org.apache.log4j.helpers.CyclicBuffer,7,1,0,4,13,0,3,1,7,0.3666666670000001,0.0,1,0.0,0.523809524,0,0,32.0,6,2.5714,log4j-1.0,PROMISE
0,10,log4j,1,org.apache.log4j.DefaultCategoryFactory,2,1,0,4,4,1,2,2,1,2.0,0.0,0,0.0,0.75,0,0,4.0,1,0.5,log4j-1.0,PROMISE
0,41,log4j,1,org.apache.log4j.helpers.SyslogQuietWriter,4,4,0,3,10,0,1,2,4,0.5,0.0,0,0.875,0.5,2,2,8.75,1,0.75,log4j-1.0,PROMISE
0,37,log4j,1,org.apache.log4j.gui.JListViewModel,4,2,0,3,10,0,1,2,3,0.0,0.0,1,0.7,0.583333333,0,0,8.0,1,0.75,log4j-1.0,PROMISE
5,174,log4j,1,org.apache.log4j.AsyncAppender,12,2,0,9,39,14,0,9,12,0.8636363640000001,0.0,3,0.620689655,0.375,2,3,13.0,4,1.3333,log4j-1.0,PROMISE
0,80,log4j,1,org.apache.log4j.helpers.DateTimeDateFormat,4,4,0,3,15,4,2,1,4,0.333333333,0.0,0,0.953488372,0.357142857,1,3,18.75,2,0.75,log4j-1.0,PROMISE
0,134,log4j,1,org.apache.log4j.net.test.Loop,4,1,0,7,27,4,0,7,2,0.666666667,0.0,0,0.0,0.333333333,0,0,32.25,3,1.5,log4j-1.0,PROMISE
0,100,log4j,1,org.apache.log4j.or.ThreadGroupRenderer,2,1,0,2,16,1,0,2,2,2.0,0.0,0,0.0,0.75,0,0,49.0,3,1.5,log4j-1.0,PROMISE
0,154,log4j,1,org.apache.log4j.net.test.SyslogMin,7,1,0,4,29,17,0,4,2,0.666666667,0.0,1,0.0,0.333333333,0,0,20.71428571,2,1.0,log4j-1.0,PROMISE
0,117,log4j,1,org.apache.log4j.varia.test.Loop,7,1,0,2,24,15,0,2,2,0.611111111,0.0,1,0.0,0.277777778,0,0,15.28571429,2,1.1429,log4j-1.0,PROMISE
0,168,log4j,1,org.apache.log4j.varia.Roller,7,1,0,2,32,15,0,2,1,0.625,0.0,1,0.0,0.277777778,0,0,22.42857143,2,1.1429,log4j-1.0,PROMISE
0,47,log4j,1,org.apache.log4j.xml.test.TPriority,4,2,0,2,9,0,1,1,2,0.916666667,0.25,1,0.8,0.5555555560000001,0,0,9.75,3,1.25,log4j-1.0,PROMISE
0,7,log4j,1,org.apache.log4j.spi.ErrorCode,0,1,0,0,0,0,0,0,0,2.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,log4j-1.0,PROMISE
0,20,log4j,1,org.apache.log4j.helpers.RelativeTimeDateFormat,3,3,0,1,7,1,1,0,3,0.5,1.0,0,0.951219512,0.444444444,1,3,5.333333333,1,0.6667,log4j-1.0,PROMISE
1,69,log4j,1,org.apache.log4j.varia.PriorityMatchFilter,4,2,0,4,8,0,0,4,4,0.916666667,0.0,1,0.571428571,0.5,0,0,15.25,4,2.0,log4j-1.0,PROMISE
1,114,log4j,1,org.apache.log4j.PatternLayout,9,2,0,13,18,30,9,4,8,0.9375,0.625,1,0.533333333,0.518518519,0,0,10.77777778,3,1.2222,log4j-1.0,PROMISE
2,95,log4j,1,org.apache.log4j.helpers.FileWatchdog,5,2,2,5,17,2,4,1,2,0.625,0.333333333,0,0.938461538,0.466666667,1,1,16.8,3,1.4,log4j-1.0,PROMISE
0,324,log4j,1,org.apache.log4j.performance.NotLogging,8,1,0,6,30,22,0,6,2,0.942857143,0.0,7,0.0,0.285714286,0,0,38.25,5,2.0,log4j-1.0,PROMISE
2,346,log4j,1,org.apache.log4j.Hierarchy,12,1,0,21,43,24,15,7,9,0.704545455,0.25,3,0.0,0.272727273,0,0,27.5,6,2.1667,log4j-1.0,PROMISE
0,34,log4j,1,org.apache.log4j.performance.NullAppender,6,2,0,3,8,15,0,3,6,1.0,0.0,0,0.818181818,0.5,1,1,4.333333333,2,0.8333,log4j-1.0,PROMISE
0,90,log4j,1,org.apache.log4j.test.ROFile,7,1,0,2,21,17,0,2,2,0.666666667,0.0,1,0.0,0.277777778,0,0,11.57142857,2,1.0,log4j-1.0,PROMISE
0,4,log4j,1,org.apache.log4j.test.B,1,2,0,1,2,0,0,1,0,2.0,0.0,0,0.0,1.0,0,0,3.0,0,0.0,log4j-1.0,PROMISE
1,322,log4j,1,org.apache.log4j.test.Shallow,8,1,0,4,38,24,0,4,2,0.7142857140000001,0.0,1,0.0,0.214285714,0,0,39.0,2,1.0,log4j-1.0,PROMISE
0,7,log4j,1,org.apache.log4j.ProvisionNode,1,4,0,2,3,0,1,1,0,2.0,0.0,0,1.0,1.0,0,0,6.0,0,0.0,log4j-1.0,PROMISE
0,51,log4j,1,org.apache.log4j.varia.HUP,2,2,0,3,16,0,1,3,1,0.0,0.0,1,0.983870968,0.666666667,0,0,23.5,2,1.0,log4j-1.0,PROMISE
0,37,log4j,1,org.apache.log4j.gui.JTableAppenderModel,5,2,0,3,11,0,1,2,4,0.25,0.0,1,0.8,0.533333333,1,1,6.2,1,0.8,log4j-1.0,PROMISE
0,131,log4j,1,org.apache.log4j.xml.examples.XMLSample,7,1,0,2,26,17,0,2,2,0.666666667,0.0,1,0.0,0.277777778,0,0,17.42857143,2,1.0,log4j-1.0,PROMISE
0,14,log4j,1,org.apache.log4j.xml.XMLWatchdog,2,3,0,4,6,1,1,4,1,2.0,0.0,0,0.984848485,0.75,1,1,6.0,1,0.5,log4j-1.0,PROMISE
2,926,ivy,2,org.apache.ivy.core.IvyPatternHelper,28,1,0,32,82,374,26,7,24,1.012345679,0.166666667,0,0.0,0.226337449,0,0,31.64285714,23,2.6786,ivy-2.0,PROMISE
0,36,ivy,2,org.apache.ivy.plugins.lock.AbstractLockStrategy,6,1,2,3,7,3,2,1,4,0.6,1.0,0,0.0,0.444444444,0,0,4.666666667,1,0.6667,ivy-2.0,PROMISE
0,21,ivy,2,org.apache.ivy.plugins.circular.ErrorCircularDependencyStrategy,4,2,0,5,6,4,1,4,2,0.666666667,1.0,1,0.5,0.5,0,0,4.0,1,0.5,ivy-2.0,PROMISE
0,4,ivy,2,org.apache.ivy.core.settings.IvyVariableContainer,4,1,0,9,4,6,9,0,4,2.0,0.0,0,0.0,0.666666667,0,0,0.0,1,1.0,ivy-2.0,PROMISE
0,1,ivy,2,org.apache.ivy.plugins.resolver.util.ResourceMDParser,1,1,0,8,1,0,6,2,1,2.0,0.0,0,0.0,1.0,0,0,0.0,1,1.0,ivy-2.0,PROMISE
1,653,ivy,2,org.apache.ivy.core.module.id.ModuleRevisionId,23,2,0,150,67,235,147,5,20,0.852272727,0.75,1,0.28,0.28030303,1,1,26.86956522,9,1.8696,ivy-2.0,PROMISE
